id_deslocamento,id_aluno,tempo_min,qtd_transportes,modal_principal
4082,4082,101,2,carro
4083,4083,109,1,metro
4084,4084,100,2,a_pe
4085,4085,31,2,metro
4086,4086,128,4,carro
4087,4087,112,1,bicicleta
4088,4088,17,3,carro
4089,4089,41,1,metro
4090,4090,8,3,metro
4091,4091,106,4,metro
4092,4092,50,1,bicicleta
4093,4093,127,2,onibus
4094,4094,45,4,bicicleta
4095,4095,59,3,carro
4096,4096,96,2,bicicleta
4097,4097,125,4,onibus
4098,4098,108,2,onibus
4099,4099,106,3,metro
4100,4100,91,4,onibus
4101,4101,9,1,bicicleta
4102,4102,11,4,metro
4103,4103,41,4,carro
4104,4104,24,1,metro
4105,4105,116,2,carro
4106,4106,56,2,carro
4107,4107,42,2,a_pe
4108,4108,58,2,bicicleta
4109,4109,126,2,onibus
4110,4110,59,4,carro
4111,4111,38,3,a_pe
4112,4112,117,4,a_pe
4113,4113,11,2,a_pe
4114,4114,129,1,a_pe
4115,4115,11,1,onibus
4116,4116,77,3,carro
4117,4117,66,3,metro
4118,4118,121,2,carro
4119,4119,104,4,bicicleta
4120,4120,37,2,a_pe
4121,4121,16,1,a_pe
4122,4122,87,1,bicicleta
4123,4123,49,4,bicicleta
4124,4124,18,1,a_pe
4125,4125,112,1,bicicleta
4126,4126,76,4,carro
4127,4127,122,1,carro
4128,4128,75,1,bicicleta
4129,4129,85,4,metro
4130,4130,35,2,a_pe
4131,4131,71,3,onibus
4132,4132,69,4,onibus
4133,4133,78,3,a_pe
4134,4134,15,3,a_pe
4135,4135,111,2,onibus
4136,4136,6,1,onibus
4137,4137,38,4,onibus
4138,4138,105,3,onibus
4139,4139,60,3,a_pe
4140,4140,71,3,bicicleta
4141,4141,9,1,metro
4142,4142,120,4,onibus
4143,4143,118,4,onibus
4144,4144,123,3,a_pe
4145,4145,113,2,bicicleta
4146,4146,15,1,metro
4147,4147,106,4,carro
4148,4148,27,2,a_pe
4149,4149,106,2,a_pe
4150,4150,88,4,metro
4151,4151,120,2,onibus
4152,4152,97,3,a_pe
4153,4153,5,1,metro
4154,4154,55,1,carro
4155,4155,118,4,metro
4156,4156,84,2,a_pe
4157,4157,54,2,metro
4158,4158,54,2,onibus
4159,4159,17,2,carro
4160,4160,23,1,carro
4161,4161,96,4,a_pe
4162,4162,34,1,metro
4163,4163,95,4,metro
4164,4164,69,1,onibus
4165,4165,75,1,metro
4166,4166,20,4,bicicleta
4167,4167,74,3,metro
4168,4168,51,1,metro
4169,4169,99,3,bicicleta
4170,4170,28,4,metro
4171,4171,68,3,a_pe
4172,4172,72,2,carro
4173,4173,47,1,bicicleta
4174,4174,71,4,bicicleta
4175,4175,19,2,metro
4176,4176,77,1,a_pe
4177,4177,24,2,metro
4178,4178,75,2,metro
4179,4179,84,2,a_pe
4180,4180,45,3,onibus
4181,4181,104,2,bicicleta
4182,4182,65,1,carro
4183,4183,123,3,carro
4184,4184,108,3,onibus
4185,4185,107,3,carro
4186,4186,67,3,carro
4187,4187,29,2,carro
4188,4188,130,1,metro
4189,4189,58,1,a_pe
4190,4190,9,2,carro
4191,4191,79,1,carro
4192,4192,91,1,onibus
4193,4193,93,4,onibus
4194,4194,65,4,bicicleta
4195,4195,77,4,a_pe
4196,4196,101,3,metro
4197,4197,93,4,onibus
4198,4198,5,3,carro
4199,4199,101,3,carro
4200,4200,68,3,metro
4201,4201,68,3,metro
4202,4202,64,2,a_pe
4203,4203,31,2,a_pe
4204,4204,113,3,metro
4205,4205,62,2,carro
4206,4206,44,3,bicicleta
4207,4207,126,4,onibus
4208,4208,25,2,a_pe
4209,4209,121,3,onibus
4210,4210,42,2,a_pe
4211,4211,81,2,onibus
4212,4212,12,1,metro
4213,4213,49,3,metro
4214,4214,115,3,onibus
4215,4215,22,4,onibus
4216,4216,70,3,metro
4217,4217,69,4,onibus
4218,4218,125,4,carro
4219,4219,9,1,metro
4220,4220,115,4,carro
4221,4221,75,4,a_pe
4222,4222,76,2,a_pe
4223,4223,112,2,a_pe
4224,4224,53,2,carro
4225,4225,55,1,onibus
4226,4226,47,2,onibus
4227,4227,74,1,carro
4228,4228,90,3,a_pe
4229,4229,82,3,onibus
4230,4230,46,1,carro
4231,4231,105,1,carro
4232,4232,79,3,bicicleta
4233,4233,6,4,onibus
4234,4234,36,3,a_pe
4235,4235,86,2,a_pe
4236,4236,130,1,a_pe
4237,4237,14,1,carro
4238,4238,10,1,bicicleta
4239,4239,17,4,onibus
4240,4240,129,3,metro
4241,4241,61,2,bicicleta
4242,4242,118,1,a_pe
4243,4243,66,3,onibus
4244,4244,76,3,a_pe
4245,4245,78,4,carro
4246,4246,89,2,onibus
4247,4247,105,1,carro
4248,4248,99,3,carro
4249,4249,125,1,a_pe
4250,4250,43,2,metro
4251,4251,93,2,bicicleta
4252,4252,73,2,a_pe
4253,4253,113,4,onibus
4254,4254,10,4,carro
4255,4255,113,1,bicicleta
4256,4256,75,4,bicicleta
4257,4257,105,2,bicicleta
4258,4258,92,4,carro
4259,4259,67,1,bicicleta
4260,4260,91,4,metro
4261,4261,86,2,onibus
4262,4262,92,4,carro
4263,4263,93,3,a_pe
4264,4264,111,4,onibus
4265,4265,53,3,bicicleta
4266,4266,37,1,metro
4267,4267,111,1,onibus
4268,4268,98,2,metro
4269,4269,26,1,a_pe
4270,4270,42,4,metro
4271,4271,7,4,a_pe
4272,4272,67,2,bicicleta
4273,4273,129,2,a_pe
4274,4274,104,1,bicicleta
4275,4275,85,3,onibus
4276,4276,97,1,metro
4277,4277,114,2,bicicleta
4278,4278,56,2,bicicleta
4279,4279,92,1,metro
4280,4280,60,3,bicicleta
4281,4281,116,2,bicicleta
4282,4282,11,2,onibus
4283,4283,49,1,metro
4284,4284,26,4,carro
4285,4285,87,1,a_pe
4286,4286,64,2,bicicleta
4287,4287,127,2,carro
4288,4288,64,2,a_pe
4289,4289,34,4,bicicleta
4290,4290,18,2,metro
4291,4291,7,3,metro
4292,4292,24,3,metro
4293,4293,59,1,onibus
4294,4294,13,1,bicicleta
4295,4295,86,1,metro
4296,4296,122,2,onibus
4297,4297,66,2,bicicleta
4298,4298,72,1,onibus
4299,4299,85,2,metro
4300,4300,16,2,carro
4301,4301,85,2,a_pe
4302,4302,49,2,onibus
4303,4303,12,1,onibus
4304,4304,61,3,carro
4305,4305,27,1,carro
4306,4306,95,1,onibus
4307,4307,80,1,onibus
4308,4308,82,4,onibus
4309,4309,46,1,bicicleta
4310,4310,107,3,onibus
4311,4311,15,1,carro
4312,4312,7,3,onibus
4313,4313,26,2,carro
4314,4314,12,1,onibus
4315,4315,129,2,bicicleta
4316,4316,63,3,onibus
4317,4317,71,2,a_pe
4318,4318,64,1,metro
4319,4319,77,1,bicicleta
4320,4320,67,2,bicicleta
4321,4321,6,4,bicicleta
4322,4322,80,1,carro
4323,4323,82,2,a_pe
4324,4324,121,1,bicicleta
4325,4325,16,1,carro
4326,4326,52,1,carro
4327,4327,20,3,a_pe
4328,4328,95,1,a_pe
4329,4329,45,4,onibus
4330,4330,10,3,bicicleta
4331,4331,34,3,bicicleta
4332,4332,97,2,carro
4333,4333,124,1,metro
4334,4334,64,3,metro
4335,4335,127,4,metro
4336,4336,43,4,bicicleta
4337,4337,130,1,carro
4338,4338,28,2,metro
4339,4339,125,3,a_pe
4340,4340,48,1,bicicleta
4341,4341,113,1,a_pe
4342,4342,75,2,carro
4343,4343,98,4,metro
4344,4344,122,4,carro
4345,4345,112,1,carro
4346,4346,72,3,bicicleta
4347,4347,75,1,onibus
4348,4348,74,3,carro
4349,4349,62,4,onibus
4350,4350,65,1,a_pe
4351,4351,112,4,carro
4352,4352,65,4,a_pe
4353,4353,121,2,a_pe
4354,4354,14,1,a_pe
4355,4355,18,1,carro
4356,4356,27,1,metro
4357,4357,7,4,metro
4358,4358,122,3,metro
4359,4359,76,4,bicicleta
4360,4360,23,1,carro
4361,4361,84,4,bicicleta
4362,4362,7,1,a_pe
4363,4363,124,4,onibus
4364,4364,122,4,bicicleta
4365,4365,5,1,bicicleta
4366,4366,45,2,carro
4367,4367,96,4,carro
4368,4368,45,1,a_pe
4369,4369,43,1,carro
4370,4370,43,3,metro
4371,4371,102,3,carro
4372,4372,57,2,a_pe
4373,4373,56,2,a_pe
4374,4374,103,2,bicicleta
4375,4375,119,3,onibus
4376,4376,79,1,metro
4377,4377,73,2,metro
4378,4378,40,3,onibus
4379,4379,45,3,metro
4380,4380,78,2,a_pe
4381,4381,64,4,a_pe
4382,4382,16,2,carro
4383,4383,73,4,onibus
4384,4384,122,4,onibus
4385,4385,12,1,metro
4386,4386,18,1,metro
4387,4387,110,4,bicicleta
4388,4388,61,1,bicicleta
4389,4389,65,4,bicicleta
4390,4390,87,2,bicicleta
4391,4391,114,2,onibus
4392,4392,78,1,a_pe
4393,4393,126,4,metro
4394,4394,109,3,bicicleta
4395,4395,43,1,onibus
4396,4396,82,1,a_pe
4397,4397,125,2,carro
4398,4398,8,3,a_pe
4399,4399,95,4,a_pe
4400,4400,5,3,onibus
4401,4401,58,1,metro
4402,4402,109,3,carro
4403,4403,98,2,bicicleta
4404,4404,71,4,metro
4405,4405,63,3,onibus
4406,4406,61,1,carro
4407,4407,118,1,bicicleta
4408,4408,8,2,carro
4409,4409,110,1,a_pe
4410,4410,128,1,a_pe
4411,4411,62,2,metro
4412,4412,125,4,bicicleta
4413,4413,86,4,metro
4414,4414,9,1,carro
4415,4415,120,2,metro
4416,4416,102,1,onibus
4417,4417,91,2,carro
4418,4418,20,4,carro
4419,4419,62,1,carro
4420,4420,72,3,carro
4421,4421,10,2,metro
4422,4422,15,2,a_pe
4423,4423,129,3,carro
4424,4424,112,4,onibus
4425,4425,114,3,a_pe
4426,4426,50,1,metro
4427,4427,110,4,onibus
4428,4428,46,1,onibus
4429,4429,66,3,bicicleta
4430,4430,70,2,bicicleta
4431,4431,24,4,bicicleta
4432,4432,23,1,onibus
4433,4433,23,1,metro
4434,4434,96,1,carro
4435,4435,108,2,a_pe
4436,4436,124,2,onibus
4437,4437,66,4,a_pe
4438,4438,78,3,a_pe
4439,4439,45,4,onibus
4440,4440,98,4,bicicleta
4441,4441,105,4,metro
4442,4442,52,1,onibus
4443,4443,60,4,metro
4444,4444,59,3,bicicleta
4445,4445,62,3,bicicleta
4446,4446,94,2,metro
4447,4447,20,3,onibus
4448,4448,19,1,bicicleta
4449,4449,15,4,bicicleta
4450,4450,30,1,metro
4451,4451,47,4,onibus
4452,4452,121,1,bicicleta
4453,4453,93,2,a_pe
4454,4454,59,1,a_pe
4455,4455,57,3,bicicleta
4456,4456,130,1,bicicleta
4457,4457,105,2,a_pe
4458,4458,111,4,onibus
4459,4459,58,1,a_pe
4460,4460,14,2,carro
4461,4461,48,1,a_pe
4462,4462,49,3,bicicleta
4463,4463,30,1,a_pe
4464,4464,127,2,a_pe
4465,4465,39,1,bicicleta
4466,4466,127,2,carro
4467,4467,124,3,carro
4468,4468,31,3,onibus
4469,4469,28,3,carro
4470,4470,80,1,onibus
4471,4471,70,4,a_pe
4472,4472,18,4,carro
4473,4473,111,4,a_pe
4474,4474,98,2,carro
4475,4475,67,1,metro
4476,4476,111,1,bicicleta
4477,4477,59,2,metro
4478,4478,12,1,a_pe
4479,4479,128,2,bicicleta
4480,4480,98,4,carro
4481,4481,118,3,metro
4482,4482,61,1,onibus
4483,4483,20,2,a_pe
4484,4484,108,2,bicicleta
4485,4485,82,4,metro
4486,4486,22,3,bicicleta
4487,4487,122,4,a_pe
4488,4488,16,2,carro
4489,4489,109,4,a_pe
4490,4490,87,4,onibus
4491,4491,17,2,onibus
4492,4492,7,4,metro
4493,4493,38,3,metro
4494,4494,15,1,carro
4495,4495,101,4,onibus
4496,4496,74,2,a_pe
4497,4497,47,2,metro
4498,4498,115,4,onibus
4499,4499,93,1,a_pe
4500,4500,72,3,a_pe
4501,4501,59,4,carro
4502,4502,114,4,carro
4503,4503,74,3,onibus
4504,4504,41,2,bicicleta
4505,4505,15,1,metro
4506,4506,110,4,carro
4507,4507,79,4,metro
4508,4508,59,3,carro
4509,4509,58,4,onibus
4510,4510,25,1,metro
4511,4511,43,4,a_pe
4512,4512,86,3,onibus
4513,4513,46,3,a_pe
4514,4514,111,2,onibus
4515,4515,91,2,onibus
4516,4516,94,1,metro
4517,4517,79,4,bicicleta
4518,4518,122,2,bicicleta
4519,4519,116,1,metro
4520,4520,105,2,bicicleta
4521,4521,62,4,a_pe
4522,4522,97,2,metro
4523,4523,104,1,a_pe
4524,4524,108,1,onibus
4525,4525,32,3,onibus
4526,4526,109,2,metro
4527,4527,57,4,bicicleta
4528,4528,101,3,bicicleta
4529,4529,41,2,a_pe
4530,4530,76,2,a_pe
4531,4531,65,4,carro
4532,4532,42,4,metro
4533,4533,26,3,carro
4534,4534,62,1,bicicleta
4535,4535,121,3,carro
4536,4536,39,4,bicicleta
4537,4537,37,4,metro
4538,4538,63,4,onibus
4539,4539,38,1,metro
4540,4540,120,1,a_pe
4541,4541,68,1,a_pe
4542,4542,16,4,bicicleta
4543,4543,80,3,carro
4544,4544,44,2,bicicleta
4545,4545,29,4,metro
4546,4546,125,2,carro
4547,4547,68,1,onibus
4548,4548,44,2,bicicleta
4549,4549,92,3,carro
4550,4550,125,3,a_pe
4551,4551,126,1,metro
4552,4552,11,1,a_pe
4553,4553,34,1,a_pe
4554,4554,76,1,bicicleta
4555,4555,10,4,bicicleta
4556,4556,28,3,metro
4557,4557,36,4,a_pe
4558,4558,55,4,carro
4559,4559,30,2,bicicleta
4560,4560,77,2,bicicleta
4561,4561,17,4,carro
4562,4562,82,1,carro
4563,4563,69,3,onibus
4564,4564,79,3,bicicleta
4565,4565,28,3,a_pe
4566,4566,110,3,onibus
4567,4567,13,1,metro
4568,4568,97,3,a_pe
4569,4569,62,1,onibus
4570,4570,59,1,a_pe
4571,4571,82,2,bicicleta
4572,4572,106,3,a_pe
4573,4573,35,1,onibus
4574,4574,102,4,metro
4575,4575,68,1,a_pe
4576,4576,26,1,bicicleta
4577,4577,52,1,bicicleta
4578,4578,21,2,a_pe
4579,4579,13,4,metro
4580,4580,44,1,carro
4581,4581,41,4,carro
4582,4582,83,3,bicicleta
4583,4583,7,1,a_pe
4584,4584,49,2,carro
4585,4585,12,1,onibus
4586,4586,63,3,carro
4587,4587,8,3,bicicleta
4588,4588,90,2,carro
4589,4589,62,1,carro
4590,4590,16,2,a_pe
4591,4591,125,4,onibus
4592,4592,14,3,metro
4593,4593,29,4,bicicleta
4594,4594,123,2,bicicleta
4595,4595,35,2,bicicleta
4596,4596,20,2,metro
4597,4597,69,1,onibus
4598,4598,88,4,carro
4599,4599,119,1,onibus
4600,4600,105,4,carro
4601,4601,33,2,a_pe
4602,4602,26,3,metro
4603,4603,26,2,a_pe
4604,4604,54,1,metro
4605,4605,45,4,a_pe
4606,4606,128,2,bicicleta
4607,4607,40,3,metro
4608,4608,41,4,metro
4609,4609,114,2,metro
4610,4610,120,4,carro
4611,4611,124,4,metro
4612,4612,69,2,metro
4613,4613,33,3,metro
4614,4614,25,4,onibus
4615,4615,103,2,metro
4616,4616,22,2,a_pe
4617,4617,47,4,onibus
4618,4618,68,3,bicicleta
4619,4619,32,3,carro
4620,4620,90,1,a_pe
4621,4621,33,1,bicicleta
4622,4622,109,1,bicicleta
4623,4623,101,1,bicicleta
4624,4624,95,2,carro
4625,4625,98,2,carro
4626,4626,19,2,bicicleta
4627,4627,60,2,carro
4628,4628,108,4,carro
4629,4629,25,2,bicicleta
4630,4630,94,2,metro
4631,4631,8,2,bicicleta
4632,4632,67,3,bicicleta
4633,4633,75,1,onibus
4634,4634,110,2,bicicleta
4635,4635,34,4,a_pe
4636,4636,61,3,onibus
4637,4637,40,3,carro
4638,4638,39,3,carro
4639,4639,39,3,metro
4640,4640,105,4,metro
4641,4641,67,2,a_pe
4642,4642,76,2,metro
4643,4643,106,2,metro
4644,4644,129,3,bicicleta
4645,4645,32,2,a_pe
4646,4646,91,3,carro
4647,4647,93,4,metro
4648,4648,68,3,onibus
4649,4649,34,2,onibus
4650,4650,18,4,carro
4651,4651,32,1,metro
4652,4652,115,4,carro
4653,4653,49,4,bicicleta
4654,4654,53,4,carro
4655,4655,112,4,onibus
4656,4656,50,4,onibus
4657,4657,110,4,onibus
4658,4658,51,1,bicicleta
4659,4659,33,2,metro
4660,4660,34,3,a_pe
4661,4661,26,3,carro
4662,4662,7,1,metro
4663,4663,47,3,onibus
4664,4664,102,1,metro
4665,4665,98,3,onibus
4666,4666,14,2,a_pe
4667,4667,29,2,onibus
4668,4668,124,2,metro
4669,4669,9,1,a_pe
4670,4670,34,2,metro
4671,4671,85,4,onibus
4672,4672,128,4,bicicleta
4673,4673,55,4,a_pe
4674,4674,34,1,a_pe
4675,4675,7,4,carro
4676,4676,74,4,metro
4677,4677,123,4,carro
4678,4678,127,4,bicicleta
4679,4679,126,1,bicicleta
4680,4680,26,3,bicicleta
4681,4681,105,1,onibus
4682,4682,129,1,metro
4683,4683,84,3,bicicleta
4684,4684,88,2,bicicleta
4685,4685,115,2,carro
4686,4686,6,2,metro
4687,4687,124,4,carro
4688,4688,29,2,bicicleta
4689,4689,97,4,bicicleta
4690,4690,42,4,metro
4691,4691,116,2,onibus
4692,4692,94,1,metro
4693,4693,97,1,a_pe
4694,4694,112,3,metro
4695,4695,30,2,metro
4696,4696,81,4,bicicleta
4697,4697,14,1,bicicleta
4698,4698,53,4,carro
4699,4699,118,1,onibus
4700,4700,48,1,a_pe
4701,4701,42,3,a_pe
4702,4702,107,3,bicicleta
4703,4703,116,2,metro
4704,4704,84,4,carro
4705,4705,123,4,bicicleta
4706,4706,24,4,bicicleta
4707,4707,7,1,bicicleta
4708,4708,6,1,carro
4709,4709,63,1,metro
4710,4710,28,2,a_pe
4711,4711,10,1,bicicleta
4712,4712,69,3,metro
4713,4713,121,1,metro
4714,4714,93,3,bicicleta
4715,4715,63,2,onibus
4716,4716,117,1,carro
4717,4717,32,2,onibus
4718,4718,102,2,bicicleta
4719,4719,95,1,carro
4720,4720,116,3,metro
4721,4721,69,2,metro
4722,4722,99,4,onibus
4723,4723,60,1,onibus
4724,4724,7,4,metro
4725,4725,100,2,bicicleta
4726,4726,26,1,metro
4727,4727,113,1,onibus
4728,4728,17,3,onibus
4729,4729,5,4,onibus
4730,4730,113,4,bicicleta
4731,4731,43,4,onibus
4732,4732,41,2,onibus
4733,4733,79,4,a_pe
4734,4734,111,4,a_pe
4735,4735,90,2,onibus
4736,4736,129,1,onibus
4737,4737,82,3,carro
4738,4738,30,1,bicicleta
4739,4739,98,3,metro
4740,4740,22,2,a_pe
4741,4741,46,2,metro
4742,4742,65,1,carro
4743,4743,118,4,metro
4744,4744,87,3,onibus
4745,4745,66,4,metro
4746,4746,30,2,metro
4747,4747,129,4,carro
4748,4748,10,3,carro
4749,4749,109,3,bicicleta
4750,4750,33,1,a_pe
4751,4751,124,3,bicicleta
4752,4752,117,2,a_pe
4753,4753,6,1,a_pe
4754,4754,15,4,bicicleta
4755,4755,65,4,metro
4756,4756,99,1,a_pe
4757,4757,30,4,metro
4758,4758,24,3,a_pe
4759,4759,52,3,bicicleta
4760,4760,35,4,metro
4761,4761,81,1,a_pe
4762,4762,110,1,onibus
4763,4763,110,2,bicicleta
4764,4764,83,1,onibus
4765,4765,23,3,a_pe
4766,4766,76,2,metro
4767,4767,91,2,metro
4768,4768,91,3,bicicleta
4769,4769,59,2,metro
4770,4770,40,2,metro
4771,4771,34,3,metro
4772,4772,23,4,carro
4773,4773,14,1,onibus
4774,4774,38,3,metro
4775,4775,29,1,carro
4776,4776,53,4,carro
4777,4777,101,4,a_pe
4778,4778,58,1,a_pe
4779,4779,18,2,carro
4780,4780,130,1,a_pe
4781,4781,38,2,carro
4782,4782,27,1,onibus
4783,4783,74,3,metro
4784,4784,83,2,bicicleta
4785,4785,8,2,onibus
4786,4786,60,4,carro
4787,4787,54,4,bicicleta
4788,4788,6,2,a_pe
4789,4789,90,4,carro
4790,4790,100,3,onibus
4791,4791,85,1,a_pe
4792,4792,110,4,a_pe
4793,4793,19,2,carro
4794,4794,67,4,bicicleta
4795,4795,46,4,a_pe
4796,4796,59,3,a_pe
4797,4797,77,2,a_pe
4798,4798,52,1,metro
4799,4799,75,2,a_pe
4800,4800,112,4,carro
4801,4801,57,3,bicicleta
4802,4802,28,3,carro
4803,4803,107,3,a_pe
4804,4804,53,2,carro
4805,4805,42,4,bicicleta
4806,4806,26,1,onibus
4807,4807,18,2,a_pe
4808,4808,89,4,bicicleta
4809,4809,36,3,metro
4810,4810,129,1,metro
4811,4811,67,2,carro
4812,4812,27,1,carro
4813,4813,58,3,metro
4814,4814,127,3,metro
4815,4815,13,4,onibus
4816,4816,130,3,a_pe
4817,4817,22,4,a_pe
4818,4818,63,2,onibus
4819,4819,108,1,metro
4820,4820,97,1,metro
4821,4821,9,3,metro
4822,4822,30,1,a_pe
4823,4823,64,1,onibus
4824,4824,86,1,metro
4825,4825,121,1,carro
4826,4826,117,2,metro
4827,4827,36,3,onibus
4828,4828,114,3,carro
4829,4829,48,1,a_pe
4830,4830,111,2,a_pe
4831,4831,20,1,onibus
4832,4832,54,2,onibus
4833,4833,81,3,carro
4834,4834,40,1,a_pe
4835,4835,54,4,a_pe
4836,4836,39,4,metro
4837,4837,86,1,a_pe
4838,4838,46,1,a_pe
4839,4839,49,1,metro
4840,4840,56,3,carro
4841,4841,122,4,metro
4842,4842,66,1,carro
4843,4843,26,1,carro
4844,4844,20,3,metro
4845,4845,35,4,a_pe
4846,4846,125,4,onibus
4847,4847,103,1,onibus
4848,4848,77,3,carro
4849,4849,121,3,onibus
4850,4850,57,2,carro
4851,4851,85,4,a_pe
4852,4852,35,2,bicicleta
4853,4853,115,1,metro
4854,4854,29,3,carro
4855,4855,126,2,metro
4856,4856,60,1,a_pe
4857,4857,24,1,metro
4858,4858,68,4,onibus
4859,4859,21,1,a_pe
4860,4860,9,4,metro
4861,4861,65,2,a_pe
4862,4862,58,1,metro
4863,4863,16,4,bicicleta
4864,4864,87,4,a_pe
4865,4865,7,4,bicicleta
4866,4866,6,3,a_pe
4867,4867,87,4,onibus
4868,4868,10,3,carro
4869,4869,80,2,onibus
4870,4870,79,3,bicicleta
4871,4871,130,2,carro
4872,4872,39,1,a_pe
4873,4873,15,3,bicicleta
4874,4874,10,2,bicicleta
4875,4875,61,2,a_pe
4876,4876,88,2,metro
4877,4877,125,3,carro
4878,4878,122,3,a_pe
4879,4879,118,3,onibus
4880,4880,84,3,carro
4881,4881,86,1,bicicleta
4882,4882,86,1,a_pe
4883,4883,54,1,metro
4884,4884,58,2,carro
4885,4885,6,1,a_pe
4886,4886,117,1,a_pe
4887,4887,77,2,onibus
4888,4888,36,2,metro
4889,4889,53,2,carro
4890,4890,46,2,bicicleta
4891,4891,8,3,metro
4892,4892,29,2,a_pe
4893,4893,37,3,carro
4894,4894,109,3,bicicleta
4895,4895,17,4,carro
4896,4896,79,3,a_pe
4897,4897,121,1,carro
4898,4898,117,2,bicicleta
4899,4899,57,1,carro
4900,4900,129,1,carro
4901,4901,57,4,carro
4902,4902,88,1,a_pe
4903,4903,93,3,bicicleta
4904,4904,17,4,bicicleta
4905,4905,130,1,a_pe
4906,4906,7,1,metro
4907,4907,49,4,onibus
4908,4908,55,1,metro
4909,4909,94,2,metro
4910,4910,38,4,onibus
4911,4911,44,4,onibus
4912,4912,57,4,carro
4913,4913,82,4,carro
4914,4914,9,1,onibus
4915,4915,28,1,bicicleta
4916,4916,100,4,bicicleta
4917,4917,62,4,carro
4918,4918,106,4,onibus
4919,4919,88,3,bicicleta
4920,4920,57,1,onibus
4921,4921,56,3,a_pe
4922,4922,13,2,carro
4923,4923,60,4,metro
4924,4924,47,4,bicicleta
4925,4925,49,1,metro
4926,4926,113,3,onibus
4927,4927,59,2,bicicleta
4928,4928,97,1,metro
4929,4929,53,1,carro
4930,4930,27,2,bicicleta
4931,4931,122,3,a_pe
4932,4932,41,4,bicicleta
4933,4933,67,3,onibus
4934,4934,31,4,bicicleta
4935,4935,14,3,bicicleta
4936,4936,7,3,carro
4937,4937,98,4,metro
4938,4938,121,3,bicicleta
4939,4939,128,1,onibus
4940,4940,100,2,a_pe
4941,4941,127,2,bicicleta
4942,4942,16,4,onibus
4943,4943,39,1,onibus
4944,4944,22,1,metro
4945,4945,83,1,carro
4946,4946,71,3,onibus
4947,4947,79,2,a_pe
4948,4948,86,2,a_pe
4949,4949,85,2,onibus
4950,4950,104,2,carro
4951,4951,79,3,a_pe
4952,4952,8,4,bicicleta
4953,4953,13,2,bicicleta
4954,4954,48,2,onibus
4955,4955,127,2,bicicleta
4956,4956,127,3,metro
4957,4957,22,2,bicicleta
4958,4958,32,1,onibus
4959,4959,44,2,metro
4960,4960,15,1,carro
4961,4961,116,3,a_pe
4962,4962,109,4,onibus
4963,4963,37,2,onibus
4964,4964,106,2,onibus
4965,4965,53,1,carro
4966,4966,110,2,bicicleta
4967,4967,48,3,metro
4968,4968,101,2,bicicleta
4969,4969,40,3,onibus
4970,4970,123,2,bicicleta
4971,4971,90,2,bicicleta
4972,4972,63,3,metro
4973,4973,14,1,a_pe
4974,4974,42,1,carro
4975,4975,128,4,a_pe
4976,4976,111,3,metro
4977,4977,61,2,onibus
4978,4978,117,1,bicicleta
4979,4979,26,1,onibus
4980,4980,73,4,onibus
4981,4981,117,4,bicicleta
4982,4982,100,2,metro
4983,4983,101,2,carro
4984,4984,12,1,onibus
4985,4985,53,2,bicicleta
4986,4986,124,1,onibus
4987,4987,104,4,bicicleta
4988,4988,106,1,a_pe
4989,4989,35,2,bicicleta
4990,4990,18,4,carro
4991,4991,85,1,a_pe
4992,4992,67,2,onibus
4993,4993,69,1,a_pe
4994,4994,58,3,onibus
4995,4995,89,3,a_pe
4996,4996,51,3,metro
4997,4997,40,1,onibus
4998,4998,107,2,a_pe
4999,4999,92,4,onibus
5000,5000,57,1,a_pe
